RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
325,15000324,Cliente0325,622,France,Male,41,6,29026.54,1,1,0,127849.02,0
326,15000325,Cliente0326,630,France,Male,57,9,95277.52,4,1,1,164137.26,0
327,15000326,Cliente0327,558,Germany,Male,55,8,176209.05,1,0,0,166814.79,1
328,15000327,Cliente0328,635,France,Male,29,8,124635.49,1,1,0,151013.23,1
329,15000328,Cliente0329,602,Spain,Female,27,4,77806.25,1,0,1,110055.25,0
330,15000329,Cliente0330,785,France,Female,26,2,197088.59,2,1,0,149292.63,0
331,15000330,Cliente0331,606,France,Male,71,6,0.0,1,1,0,154343.5,1
332,15000331,Cliente0332,689,France,Female,40,5,0.0,3,1,1,154764.89,0
333,15000332,Cliente0333,682,Germany,Male,68,3,78129.26,2,1,1,196754.59,1
334,15000333,Cliente0334,555,Spain,Male,29,8,0.0,1,1,0,122315.44,0
335,15000334,Cliente0335,544,Spain,Male,32,6,0.0,1,0,1,103553.38,0
336,15000335,Cliente0336,612,France,Female,47,5,0.0,1,1,0,158089.32,0
337,15000336,Cliente0337,706,Spain,Female,75,9,111070.93,1,1,1,206080.17,0
338,15000337,Cliente0338,601,France,Male,53,7,163643.38,1,1,0,136140.44,0
339,15000338,Cliente0339,594,France,Male,44,0,0.0,1,1,0,122410.21,0
340,15000339,Cliente0340,403,France,Male,47,1,105363.62,1,1,1,124800.85,1
341,15000340,Cliente0341,616,France,Female,26,5,0.0,1,1,0,96114.8,1
342,15000341,Cliente0342,677,France,Male,51,6,0.0,2,1,0,157223.84,0
343,15000342,Cliente0343,688,France,Male,65,10,35203.46,1,1,1,181639.73,0
344,15000343,Cliente0344,686,France,Female,71,2,147718.66,1,1,0,186833.2,0
345,15000344,Cliente0345,622,France,Male,72,8,0.0,1,1,1,173126.49,0
346,15000345,Cliente0346,631,France,Female,80,4,123441.63,1,1,0,183233.29,1
347,15000346,Cliente0347,721,Spain,Female,21,2,83594.33,1,1,1,103550.15,0
348,15000347,Cliente0348,638,Spain,Male,22,3,57421.16,2,0,1,127008.5,0
349,15000348,Cliente0349,454,France,Male,20,10,0.0,1,1,0,76347.58,0
350,15000349,Cliente0350,737,France,Male,56,3,35793.34,1,0,1,152418.72,0
351,15000350,Cliente0351,558,France,Male,20,5,0.0,4,0,1,139807.24,0
352,15000351,Cliente0352,767,France,Female,19,6,47880.66,3,0,1,155942.3,0
353,15000352,Cliente0353,794,France,Female,65,3,0.0,1,1,0,168554.58,1
354,15000353,Cliente0354,715,France,Female,50,10,59270.45,1,0,0,164712.23,0
355,15000354,Cliente0355,727,Germany,Female,63,9,116446.61,1,1,1,219132.07,0
356,15000355,Cliente0356,808,France,Male,43,10,76691.59,2,1,1,169748.23,0
357,15000356,Cliente0357,556,France,Male,70,7,105271.26,2,1,1,188910.28,0
358,15000357,Cliente0358,672,France,Male,18,4,83294.5,1,1,0,118691.88,0
359,15000358,Cliente0359,670,Germany,Female,50,6,120924.12,2,1,1,155190.77,1
360,15000359,Cliente0360,568,France,Male,76,2,112010.15,1,0,0,163032.85,1
361,15000360,Cliente0361,821,Spain,Female,33,0,0.0,1,1,1,141540.0,0
362,15000361,Cliente0362,601,France,Female,42,6,55179.67,1,1,1,136315.69,0
363,15000362,Cliente0363,588,Spain,Male,19,6,30615.24,1,1,1,103707.51,0
364,15000363,Cliente0364,673,Germany,Male,50,8,100453.71,2,1,0,174113.32,1
365,15000364,Cliente0365,738,Spain,Female,71,0,111448.6,1,0,1,188289.34,0
366,15000365,Cliente0366,599,Germany,Male,66,7,46449.75,3,0,1,175182.5,0
367,15000366,Cliente0367,599,Germany,Male,44,5,45205.85,2,0,1,143933.44,0
368,15000367,Cliente0368,693,Spain,Male,55,4,128569.11,1,1,0,163815.6,0
369,15000368,Cliente0369,529,France,Female,51,3,71239.67,1,0,0,131492.24,1
370,15000369,Cliente0370,584,Spain,Male,72,6,107186.35,2,0,1,186247.95,0
371,15000370,Cliente0371,579,Germany,Male,23,5,47130.48,1,0,0,93242.58,0
372,15000371,Cliente0372,613,Germany,Female,22,10,0.0,1,1,0,94780.52,0
373,15000372,Cliente0373,638,France,Male,76,7,39105.05,1,1,1,171749.12,1
374,15000373,Cliente0374,807,Spain,Female,19,0,0.0,1,1,0,103750.04,0
375,15000374,Cliente0375,727,France,Male,23,0,0.0,1,0,0,113162.4,0
376,15000375,Cliente0376,652,France,Male,29,9,113042.03,1,0,1,147349.54,1
377,15000376,Cliente0377,631,Germany,Male,36,8,24057.22,1,1,1,145190.93,0
378,15000377,Cliente0378,724,Germany,Male,57,2,88737.02,1,1,1,192333.08,1
379,15000378,Cliente0379,686,France,Female,41,2,102337.32,2,0,1,156798.59,0
380,15000379,Cliente0380,726,France,Male,57,6,46563.28,4,0,1,186945.51,0
381,15000380,Cliente0381,767,Germany,Female,27,8,67126.67,1,1,0,146180.35,0
382,15000381,Cliente0382,564,Spain,Female,29,10,0.0,2,1,0,123607.88,0
383,15000382,Cliente0383,459,Spain,Male,60,5,97945.99,1,1,1,153948.25,0
384,15000383,Cliente0384,648,Germany,Male,21,9,54183.54,3,1,0,123156.38,0
385,15000384,Cliente0385,657,Spain,Male,80,4,0.0,1,1,1,177576.32,1
386,15000385,Cliente0386,674,France,Female,51,0,108461.26,3,0,1,186266.19,1
387,15000386,Cliente0387,599,Spain,Female,59,5,0.0,4,1,0,194114.81,0
388,15000387,Cliente0388,630,Germany,Female,74,10,161520.14,1,0,0,195549.55,1
389,15000388,Cliente0389,697,Spain,Male,43,5,139778.55,1,0,1,161939.73,0
390,15000389,Cliente0390,702,Spain,Male,29,5,0.0,2,1,0,147141.78,0
391,15000390,Cliente0391,763,Spain,Male,58,4,86055.46,1,1,0,155576.9,0
392,15000391,Cliente0392,466,France,Female,44,0,77168.77,1,1,0,124210.48,1
393,15000392,Cliente0393,510,Germany,Female,37,8,120695.67,1,1,1,150579.76,0
394,15000393,Cliente0394,774,France,Female,70,2,0.0,1,0,1,168683.0,0
395,15000394,Cliente0395,702,France,Female,51,6,0.0,1,1,1,151656.32,0
396,15000395,Cliente0396,717,Germany,Male,69,5,0.0,1,1,1,182973.69,0
397,15000396,Cliente0397,626,France,Male,30,3,86862.86,2,0,0,146639.89,0
398,15000397,Cliente0398,610,France,Female,56,1,102589.41,3,1,0,181100.7,0
399,15000398,Cliente0399,667,Germany,Male,42,1,119450.03,3,1,0,160813.89,0
400,15000399,Cliente0400,570,France,Male,65,1,75856.6,1,1,1,150472.91,0
401,15000400,Cliente0401,520,France,Female,32,3,0.0,2,1,1,118389.62,0
402,15000401,Cliente0402,556,Spain,Male,45,9,112134.85,2,0,0,167467.18,0
403,15000402,Cliente0403,660,Germany,Male,30,2,86979.65,2,0,0,158594.57,0
404,15000403,Cliente0404,704,Germany,Female,65,1,94138.37,1,1,1,189759.73,1
405,15000404,Cliente0405,790,Spain,Female,22,4,0.0,2,0,0,117057.48,0
406,15000405,Cliente0406,682,Germany,Male,26,9,0.0,2,1,1,151048.91,1
407,15000406,Cliente0407,690,Germany,Female,53,10,9515.63,1,1,1,152917.89,0
408,15000407,Cliente0408,793,Germany,Male,25,5,0.0,2,1,1,140767.06,0
409,15000408,Cliente0409,584,Spain,Female,79,5,146962.29,1,1,0,168586.14,0
410,15000409,Cliente0410,568,Germany,Female,53,1,0.0,1,1,0,123310.08,0
411,15000410,Cliente0411,604,Germany,Male,24,4,94605.84,1,0,1,120467.02,0
412,15000411,Cliente0412,642,Spain,Female,68,9,80792.15,1,1,1,203917.08,0
413,15000412,Cliente0413,822,France,Male,29,10,105765.99,1,1,0,149029.68,0
414,15000413,Cliente0414,620,Germany,Male,75,2,95316.6,2,0,0,182710.84,1
415,15000414,Cliente0415,761,Germany,Female,64,4,110315.08,3,1,0,190462.98,1
416,15000415,Cliente0416,610,France,Male,46,0,84228.93,1,1,0,118753.3,1
417,15000416,Cliente0417,692,Spain,Male,73,2,0.0,2,1,0,166891.71,0
418,15000417,Cliente0418,708,Germany,Female,52,10,0.0,1,0,0,164430.88,0
419,15000418,Cliente0419,695,France,Female,26,2,69115.83,2,1,1,124658.87,0
420,15000419,Cliente0420,714,France,Female,80,4,0.0,2,1,1,180831.63,0
421,15000420,Cliente0421,591,Germany,Female,47,3,0.0,1,1,0,128668.64,1
422,15000421,Cliente0422,774,Germany,Male,74,8,39124.07,2,1,0,173373.62,1
423,15000422,Cliente0423,733,Spain,Male,65,8,0.0,1,1,1,179174.73,0
424,15000423,Cliente0424,590,France,Male,49,7,88664.16,3,1,1,181950.12,1
425,15000424,Cliente0425,693,Spain,Female,21,2,0.0,2,1,1,115520.39,0
426,15000425,Cliente0426,559,Spain,Male,37,7,130119.16,3,0,1,134793.58,0
427,15000426,Cliente0427,658,France,Male,31,6,0.0,1,1,1,134773.56,0
428,15000427,Cliente0428,550,Germany,Female,34,3,80501.55,1,1,1,138282.48,0
429,15000428,Cliente0429,711,Spain,Female,67,9,121749.95,2,0,1,186752.98,1
430,15000429,Cliente0430,850,Spain,Female,39,2,77740.39,2,0,1,188500.52,0
431,15000430,Cliente0431,775,Germany,Female,61,5,0.0,2,1,0,178947.63,1
432,15000431,Cliente0432,712,Germany,Female,21,5,131478.89,2,0,0,133198.32,0
433,15000432,Cliente0433,573,France,Female,80,6,120254.42,1,1,1,191406.78,1
434,15000433,Cliente0434,682,France,Male,26,6,40949.34,1,1,0,105298.81,0
435,15000434,Cliente0435,751,France,Female,44,3,109343.1,1,1,1,148891.19,1
436,15000435,Cliente0436,642,Spain,Male,49,8,72926.33,1,0,1,167027.64,0
437,15000436,Cliente0437,661,Spain,Female,19,6,31403.63,1,1,1,112911.41,0
438,15000437,Cliente0438,506,France,Male,45,7,0.0,2,1,0,135288.46,1
439,15000438,Cliente0439,577,France,Male,42,6,90785.13,1,1,1,145957.94,0
440,15000439,Cliente0440,493,France,Male,36,5,52835.26,1,1,0,135345.48,0
441,15000440,Cliente0441,813,Spain,Female,38,6,105618.26,1,1,1,136333.62,0
442,15000441,Cliente0442,690,Germany,Female,48,10,88542.71,1,1,0,191018.43,0
443,15000442,Cliente0443,712,Germany,Male,19,9,43467.52,3,0,1,135132.37,0
444,15000443,Cliente0444,633,Germany,Male,37,3,100685.4,1,1,0,146718.76,0
445,15000444,Cliente0445,526,Spain,Male,28,6,68532.29,1,1,1,128559.54,0
446,15000445,Cliente0446,665,France,Male,79,1,0.0,1,0,1,188427.31,1
447,15000446,Cliente0447,596,France,Male,21,7,0.0,4,1,1,145440.02,0
448,15000447,Cliente0448,568,France,Female,24,10,85931.84,3,0,0,139585.32,0
449,15000448,Cliente0449,655,Germany,Male,79,2,104284.9,4,0,0,185822.06,0
450,15000449,Cliente0450,659,Germany,Female,35,7,0.0,1,1,0,105794.17,1
451,15000450,Cliente0451,635,France,Male,42,2,83501.1,1,1,1,139737.61,0
452,15000451,Cliente0452,584,Spain,Female,71,7,108872.59,1,0,1,187362.99,0
453,15000452,Cliente0453,566,France,Female,68,1,92315.25,3,1,0,166654.27,1
454,15000453,Cliente0454,651,Germany,Female,43,1,0.0,4,0,1,151353.49,0
455,15000454,Cliente0455,754,Spain,Female,29,2,125616.41,1,0,0,130662.25,0
456,15000455,Cliente0456,514,Spain,Male,33,8,0.0,2,1,0,133615.58,0
457,15000456,Cliente0457,594,France,Male,25,10,19515.39,2,0,0,117199.35,0
458,15000457,Cliente0458,636,Spain,Female,70,6,60715.09,2,1,0,173658.84,0
459,15000458,Cliente0459,637,France,Female,73,4,100799.86,1,0,0,184289.74,1
460,15000459,Cliente0460,600,Spain,Male,74,5,0.0,3,0,0,195954.87,1
461,15000460,Cliente0461,814,France,Female,53,9,48946.24,2,1,1,201672.03,0
462,15000461,Cliente0462,684,France,Male,25,6,107826.17,1,1,1,131738.86,0
463,15000462,Cliente0463,566,Spain,Male,39,1,52154.12,2,1,0,126615.34,1
464,15000463,Cliente0464,490,Spain,Male,76,3,16816.19,1,1,0,159571.07,1
465,15000464,Cliente0465,635,Spain,Male,76,7,91180.3,2,1,0,204582.89,1
466,15000465,Cliente0466,776,Spain,Male,41,3,96065.66,1,1,1,150938.27,1
467,15000466,Cliente0467,666,Spain,Male,21,4,0.0,1,1,1,115440.19,0
468,15000467,Cliente0468,453,Spain,Male,69,6,45879.18,1,0,1,156309.67,1
469,15000468,Cliente0469,533,Spain,Male,44,8,72493.45,2,0,1,139879.14,0
470,15000469,Cliente0470,660,Germany,Female,70,3,0.0,1,0,1,177685.86,0
471,15000470,Cliente0471,741,France,Male,45,8,115316.56,2,1,0,169435.0,0
472,15000471,Cliente0472,662,France,Male,37,9,101175.17,2,1,1,160225.0,0
473,15000472,Cliente0473,663,Germany,Female,78,3,116027.2,3,1,1,209438.71,0
474,15000473,Cliente0474,741,Germany,Female,49,8,0.0,1,0,0,181695.11,1
475,15000474,Cliente0475,757,France,Female,32,2,36931.56,2,1,0,125689.15,1
476,15000475,Cliente0476,592,Germany,Male,39,0,0.0,2,1,0,106798.95,1
477,15000476,Cliente0477,687,Spain,Female,44,3,0.0,1,1,1,135537.68,0
478,15000477,Cliente0478,569,Germany,Female,48,1,103252.69,2,1,0,170291.83,1
479,15000478,Cliente0479,558,Spain,Male,67,6,0.0,1,1,0,169350.58,1
480,15000479,Cliente0480,700,France,Male,34,10,78043.85,2,1,1,158462.39,0
481,15000480,Cliente0481,529,Germany,Female,36,4,44450.67,2,1,0,116883.54,0
482,15000481,Cliente0482,664,France,Female,36,0,75158.99,1,1,0,132105.87,0
483,15000482,Cliente0483,677,France,Female,59,7,0.0,4,1,0,168602.02,1
484,15000483,Cliente0484,723,France,Female,21,9,76680.89,2,1,0,124111.14,0
485,15000484,Cliente0485,552,Germany,Male,34,0,61860.27,1,0,0,113864.84,0
486,15000485,Cliente0486,682,France,Male,25,6,0.0,2,0,0,115508.48,0
487,15000486,Cliente0487,639,France,Female,50,9,58350.3,1,1,1,159136.24,1
488,15000487,Cliente0488,776,France,Male,68,10,69521.69,4,1,0,207488.18,0
489,15000488,Cliente0489,587,Spain,Male,40,8,0.0,1,1,0,108178.74,0
490,15000489,Cliente0490,556,Germany,Female,46,5,152577.49,3,1,1,173459.76,0
491,15000490,Cliente0491,693,France,Male,48,9,88266.01,1,1,1,160795.51,0
492,15000491,Cliente0492,577,Germany,Female,35,1,41680.73,1,1,0,103687.22,0
493,15000492,Cliente0493,540,France,Female,36,6,82030.91,2,0,0,136205.26,0
494,15000493,Cliente0494,727,Spain,Female,23,5,77344.68,1,1,0,132280.88,0
495,15000494,Cliente0495,687,France,Male,67,2,0.0,1,1,0,169559.04,1
496,15000495,Cliente0496,386,France,Female,52,8,0.0,3,1,1,138639.62,0
497,15000496,Cliente0497,572,Spain,Female,31,6,127220.47,1,0,1,130002.71,0
498,15000497,Cliente0498,556,France,Male,61,1,0.0,2,1,1,151948.86,0
499,15000498,Cliente0499,705,Germany,Male,47,0,144607.24,1,1,1,158778.13,0
500,15000499,Cliente0500,775,France,Male,35,3,0.0,2,1,1,135465.86,0
501,15000500,Cliente0501,825,France,Male,79,3,0.0,3,1,1,195609.2,0
502,15000501,Cliente0502,710,France,Female,41,3,124238.66,2,1,0,179235.72,0
503,15000502,Cliente0503,557,France,Female,43,10,0.0,1,1,0,135649.54,0
504,15000503,Cliente0504,554,France,Female,55,9,96292.68,3,1,1,164045.68,0
505,15000504,Cliente0505,569,Germany,Female,33,7,126254.79,1,1,0,126511.49,1
506,15000505,Cliente0506,692,France,Male,58,3,84042.19,2,1,0,160825.63,0
507,15000506,Cliente0507,758,France,Male,73,6,75125.78,1,0,0,181471.24,1
508,15000507,Cliente0508,487,France,Male,27,0,117953.05,2,1,1,101151.42,0
509,15000508,Cliente0509,702,Germany,Male,68,4,80093.73,1,1,0,190330.98,1
510,15000509,Cliente0510,729,France,Female,46,9,90414.66,1,1,1,187370.76,0
511,15000510,Cliente0511,677,France,Female,76,0,128978.75,1,1,1,190391.95,0
512,15000511,Cliente0512,850,France,Male,51,10,119620.21,1,1,1,195629.16,0
513,15000512,Cliente0513,695,France,Male,53,7,78902.22,1,1,1,158552.33,0
514,15000513,Cliente0514,653,France,Female,43,8,72988.7,2,0,1,163618.63,0
515,15000514,Cliente0515,702,France,Female,65,1,0.0,2,0,0,182619.26,1
516,15000515,Cliente0516,604,Germany,Male,63,1,0.0,1,1,0,151204.18,1
517,15000516,Cliente0517,557,France,Male,30,8,57628.29,1,1,0,113584.59,1
518,15000517,Cliente0518,686,France,Male,57,6,0.0,3,1,1,183564.79,0
519,15000518,Cliente0519,748,Germany,Female,57,1,85830.4,4,1,1,158493.26,0
520,15000519,Cliente0520,630,France,Male,51,9,0.0,1,1,1,158684.69,1
521,15000520,Cliente0521,729,France,Female,48,4,82901.49,2,1,0,163541.49,1
522,15000521,Cliente0522,618,France,Female,53,8,0.0,1,1,1,171452.28,0
523,15000522,Cliente0523,789,Spain,Male,20,3,91012.42,1,1,1,143975.05,0
524,15000523,Cliente0524,668,Spain,Female,74,9,55283.39,2,1,0,219844.26,1
525,15000524,Cliente0525,695,France,Female,37,1,130850.98,1,1,0,141742.24,1
526,15000525,Cliente0526,715,France,Female,33,4,0.0,2,1,0,147667.38,0
527,15000526,Cliente0527,535,Spain,Male,31,9,120947.99,3,1,0,130166.63,0
528,15000527,Cliente0528,635,Germany,Male,70,10,102110.79,3,1,0,188389.29,1
529,15000528,Cliente0529,806,Germany,Male,49,6,0.0,1,0,1,156425.16,0
530,15000529,Cliente0530,653,Germany,Male,46,1,114105.59,1,1,0,146290.51,1
531,15000530,Cliente0531,769,France,Male,49,6,0.0,3,0,0,147503.5,1
532,15000531,Cliente0532,725,France,Male,38,5,138006.42,1,1,1,162121.76,0
533,15000532,Cliente0533,495,France,Female,42,5,0.0,3,1,0,134414.43,0
534,15000533,Cliente0534,710,France,Female,64,10,108298.04,1,1,1,188232.33,0
535,15000534,Cliente0535,557,France,Male,76,6,0.0,2,0,1,171250.13,0
536,15000535,Cliente0536,672,Germany,Male,71,9,168134.78,2,0,0,202821.73,1
537,15000536,Cliente0537,615,Spain,Female,22,6,57777.88,1,1,1,124806.38,0
538,15000537,Cliente0538,652,France,Female,55,5,0.0,3,1,1,157376.51,0
539,15000538,Cliente0539,644,France,Male,39,1,96198.86,2,1,0,127295.24,1
540,15000539,Cliente0540,671,France,Male,76,5,0.0,1,0,1,203340.15,1
541,15000540,Cliente0541,612,Spain,Female,48,1,116224.98,2,0,1,159451.49,0
542,15000541,Cliente0542,535,France,Male,33,6,108073.72,1,1,1,133754.56,0
543,15000542,Cliente0543,564,France,Male,61,1,41681.02,2,1,0,146411.65,0
544,15000543,Cliente0544,728,Germany,Female,22,6,0.0,1,1,1,116881.69,0
545,15000544,Cliente0545,797,France,Female,62,7,66181.16,1,1,1,196259.52,0
546,15000545,Cliente0546,670,France,Female,54,0,42490.14,2,1,0,150127.48,1
547,15000546,Cliente0547,722,Spain,Female,76,4,0.0,1,0,1,170775.4,1
548,15000547,Cliente0548,733,France,Male,46,6,64587.11,2,0,1,143836.34,0
549,15000548,Cliente0549,534,France,Female,75,2,87617.12,2,1,1,176462.67,1
550,15000549,Cliente0550,491,France,Female,22,7,55038.73,2,1,1,136058.45,0
551,15000550,Cliente0551,646,Germany,Female,47,4,0.0,1,1,1,140073.37,0
552,15000551,Cliente0552,489,France,Male,70,8,142201.98,1,1,0,168272.3,1
553,15000552,Cliente0553,627,Spain,Male,70,6,129278.33,1,1,0,194604.06,1
554,15000553,Cliente0554,524,France,Female,73,2,173254.56,4,1,0,198989.94,1
555,15000554,Cliente0555,597,France,Male,32,6,0.0,2,1,1,120306.88,0
556,15000555,Cliente0556,586,Germany,Male,48,4,0.0,2,0,1,156489.75,0
557,15000556,Cliente0557,694,Germany,Female,21,1,8890.45,1,0,1,111112.22,0
558,15000557,Cliente0558,595,Spain,Female,38,5,0.0,1,1,0,107220.36,0
559,15000558,Cliente0559,552,France,Female,61,9,0.0,1,0,0,152501.05,1
560,15000559,Cliente0560,654,Spain,Male,22,7,0.0,2,1,0,107105.82,0
561,15000560,Cliente0561,850,France,Male,61,2,67999.94,1,0,1,181035.43,0
562,15000561,Cliente0562,692,Spain,Female,72,3,0.0,2,0,0,179835.14,0
563,15000562,Cliente0563,485,Germany,Male,68,8,0.0,1,1,1,157772.95,1
564,15000563,Cliente0564,658,Germany,Female,77,9,0.0,2,0,0,193774.41,1
565,15000564,Cliente0565,850,Germany,Female,60,7,97360.9,2,1,1,205154.67,0
566,15000565,Cliente0566,664,Germany,Female,60,5,106613.92,1,1,1,163296.81,1
567,15000566,Cliente0567,759,Spain,Female,22,4,99251.25,3,1,1,157003.02,0
568,15000567,Cliente0568,744,France,Male,43,5,0.0,3,1,0,155923.63,0
569,15000568,Cliente0569,751,France,Male,71,10,61201.17,3,0,0,202819.73,1
570,15000569,Cliente0570,739,France,Female,29,0,139464.92,2,1,0,160362.87,0
571,15000570,Cliente0571,674,France,Male,33,4,0.0,3,0,1,139304.69,0
572,15000571,Cliente0572,634,France,Female,43,9,97913.57,2,1,0,187585.37,0
573,15000572,Cliente0573,626,Germany,Female,67,6,171215.29,1,0,0,188656.89,0
574,15000573,Cliente0574,660,France,Male,27,4,23846.53,1,1,0,123553.84,0
575,15000574,Cliente0575,686,France,Male,68,5,75683.23,1,1,1,190598.73,1
576,15000575,Cliente0576,542,Germany,Female,76,1,131250.29,1,1,0,183339.96,1
577,15000576,Cliente0577,626,Spain,Male,30,5,85275.35,3,1,0,133426.39,0
578,15000577,Cliente0578,647,Germany,Female,22,2,0.0,2,1,1,124077.67,0
579,15000578,Cliente0579,659,France,Female,27,5,109688.16,2,0,1,137476.78,0
580,15000579,Cliente0580,624,Germany,Male,19,7,38361.79,2,1,1,99885.47,0
581,15000580,Cliente0581,719,France,Male,61,2,0.0,2,1,0,145105.07,1
582,15000581,Cliente0582,641,Spain,Male,19,6,73750.46,1,1,0,114138.14,0
583,15000582,Cliente0583,618,France,Female,46,8,47211.15,1,1,0,148316.68,0
584,15000583,Cliente0584,545,France,Female,53,10,99591.66,4,1,1,182704.42,0
585,15000584,Cliente0585,584,Spain,Female,80,10,104370.12,2,0,0,207722.98,1
586,15000585,Cliente0586,670,France,Female,48,2,11067.79,1,0,0,146461.48,0
587,15000586,Cliente0587,660,France,Male,31,7,0.0,2,0,0,140431.7,0
588,15000587,Cliente0588,477,Spain,Male,40,9,40246.75,3,1,0,161775.84,0
589,15000588,Cliente0589,729,France,Male,65,3,104951.43,2,1,0,170680.56,0
590,15000589,Cliente0590,590,France,Male,37,3,0.0,1,0,0,121770.38,1
591,15000590,Cliente0591,573,France,Male,76,1,0.0,1,0,0,151666.69,1
592,15000591,Cliente0592,745,France,Female,31,8,59094.63,2,1,0,145564.82,0
593,15000592,Cliente0593,749,Spain,Female,41,9,0.0,1,0,1,146767.92,0
594,15000593,Cliente0594,590,Germany,Female,49,1,105007.59,2,1,1,149772.31,0
595,15000594,Cliente0595,620,France,Male,26,5,107496.01,1,0,0,140828.17,0
596,15000595,Cliente0596,546,Spain,Male,21,7,101223.52,2,0,1,151059.56,0
597,15000596,Cliente0597,719,Germany,Male,30,9,63543.4,1,1,0,124517.96,0
598,15000597,Cliente0598,727,France,Female,76,5,43836.21,3,1,1,190711.44,1
599,15000598,Cliente0599,613,Spain,Female,33,10,63946.36,1,1,1,136088.62,0
600,15000599,Cliente0600,768,Spain,Male,74,3,64387.84,1,1,0,191780.89,1
601,15000600,Cliente0601,728,France,Female,22,8,110363.9,3,0,1,167832.21,0
602,15000601,Cliente0602,639,Germany,Female,40,9,70070.05,1,1,0,153172.85,0
603,15000602,Cliente0603,711,Germany,Male,32,7,25542.6,1,0,0,134372.29,0
604,15000603,Cliente0604,509,Germany,Male,65,4,0.0,1,0,0,142390.0,1
605,15000604,Cliente0605,628,Spain,Male,32,2,36691.35,1,1,1,121304.29,0
606,15000605,Cliente0606,671,France,Female,37,10,71550.46,1,0,1,170590.92,0
607,15000606,Cliente0607,649,Germany,Female,38,4,129338.15,1,1,0,145539.11,1
608,15000607,Cliente0608,824,France,Male,28,3,128773.84,2,1,1,181748.15,0
609,15000608,Cliente0609,676,France,Female,43,7,80298.56,2,1,1,153634.62,0
610,15000609,Cliente0610,681,Germany,Female,23,0,34157.72,1,1,1,129594.86,0
611,15000610,Cliente0611,537,Spain,Female,53,4,0.0,1,0,0,145025.26,0
612,15000611,Cliente0612,634,Spain,Male,51,7,93906.65,1,0,1,184389.94,1
613,15000612,Cliente0613,583,France,Male,47,1,113437.55,1,0,1,148359.52,1
614,15000613,Cliente0614,850,France,Male,22,3,0.0,2,1,0,130428.61,0
615,15000614,Cliente0615,615,France,Female,62,0,135832.54,2,1,1,181965.86,0
616,15000615,Cliente0616,660,France,Male,70,5,0.0,2,1,0,183617.65,0
617,15000616,Cliente0617,753,Spain,Male,43,1,70825.96,2,0,1,159989.22,1
618,15000617,Cliente0618,706,France,Female,67,2,72657.64,2,0,1,183428.76,0
619,15000618,Cliente0619,530,France,Male,40,3,0.0,2,1,1,127340.27,0
620,15000619,Cliente0620,704,Spain,Female,77,8,168228.68,2,1,0,218751.25,1
